Rule_ID;Old_Type;New_Type;File;Line;Description;Code_Context
R14;False_Positive;True_Positive;./files/EvalID_86/reader.py;97;Incorrectly detected (not in ground truth);"89:     df = pd.read_csv(filepath)
90:     df.iloc[:,1].fillna('MISSINGVALUE', inplace=True)
91: 
92:     texts_list = []
93:     for j in range(0, df.shape[0]):
94:         texts_list.append(df.iloc[j,0])
95: 
96:     classes = df.iloc[:,1:]
97:     classes_list = classes.values.tolist()
98: 
99:     return np.asarray(texts_list), np.asarray(classes_list)
100: 
101: 
102: def load_texts_pandas(filepath):
103:     """"""
104:     Load texts from a file in csv format using pandas dataframe:
105:"
R14;False_Positive;True_Positive;./files/EvalID_86/reader.py;263;Incorrectly detected (not in ground truth);"255: 
256:     texts_list = []
257:     for j in range(0, df.shape[0]):
258:         texts_list.append(df.iloc[j,1])
259: 
260:     if 'reuse' in df.columns:
261:         # we simply get the reuse boolean value for the examples
262:         datareuses = df.iloc[:,2]
263:         reuse_list = datareuses.values.tolist()
264:         reuse_list = np.asarray(reuse_list)
265:         # map boolean values to [0,1]
266:         def map_boolean(x):
267:             return [1.0,0.0] if x == 'no_reuse' else [0.0,1.0]
268:         reuse_list = np.array(list(map(map_boolean, reuse_list)))
269:         print(reuse_list)
270:         return np.asarray(texts_list), reuse_list, None, None, [""no_reuse"", ""reuse""], None, None
271:"
R14;False_Positive;True_Positive;./files/EvalID_86/reader.py;274;Incorrectly detected (not in ground truth);"266:         def map_boolean(x):
267:             return [1.0,0.0] if x == 'no_reuse' else [0.0,1.0]
268:         reuse_list = np.array(list(map(map_boolean, reuse_list)))
269:         print(reuse_list)
270:         return np.asarray(texts_list), reuse_list, None, None, [""no_reuse"", ""reuse""], None, None
271: 
272:     # otherwise we have the list of datatypes, and optionally subtypes and leaf datatypes
273:     datatypes = df.iloc[:,2]
274:     datatypes_list = datatypes.values.tolist()
275:     datatypes_list = np.asarray(datatypes_list)
276:     datatypes_list_lower = np.char.lower(datatypes_list)
277:     list_classes_datatypes = np.unique(datatypes_list_lower)
278:     datatypes_final = normalize_classes(datatypes_list_lower, list_classes_datatypes)
279: 
280:     print(df.shape, df.shape[0], df.shape[1])
281: 
282:     if df.shape[1] > 3:"
R14;False_Positive;True_Positive;./files/EvalID_86/reader.py;286;Incorrectly detected (not in ground truth);"278:     datatypes_final = normalize_classes(datatypes_list_lower, list_classes_datatypes)
279: 
280:     print(df.shape, df.shape[0], df.shape[1])
281: 
282:     if df.shape[1] > 3:
283:         # remove possible row with 'no_dataset'
284:         df = df[~df.datatype.str.contains(""no_dataset"")]
285:         datasubtypes = df.iloc[:,3]
286:         datasubtypes_list = datasubtypes.values.tolist()
287:         datasubtypes_list = np.asarray(datasubtypes_list)
288:         datasubtypes_list_lower = np.char.lower(datasubtypes_list)
289:         list_classes_datasubtypes = np.unique(datasubtypes_list_lower)
290:         datasubtypes_final = normalize_classes(datasubtypes_list_lower, list_classes_datasubtypes)
291: 
292:     '''
293:     if df.shape[1] > 4:
294:         leafdatatypes = df.iloc[:,4]"
R14;False_Positive;True_Positive;./files/EvalID_51/script_download_data.py;521;Incorrectly detected (not in ground truth);"513:     df.reset_index(drop=True, inplace=True)
514:     df.to_csv(os.path.join(data_folder, 'pems_bay.csv'))
515:     print(""Pems dataset created"")
516:     # Construct graph
517:     print(""Constructing graph"")
518:     metafile= 'd04_text_meta_2017_01_04.txt'
519:     meta = pd.read_csv(os.path.join(data_folder, metafile), delimiter='\t', index_col='ID')
520:     meta = meta.loc[ids]
521:     nodes_loc = meta.loc[:,['Latitude', 'Longitude']].values
522:     graph = construct_graph(nodes_loc)
523:     normalized_loc = nodes_loc - nodes_loc.min(axis=0)
524:     normalized_loc /= normalized_loc.max(axis=0)
525:     graph.ndata['normalized_loc'] = torch.Tensor(normalized_loc) #Used for pretty printing
526:     pickle.dump(graph, open(os.path.join(data_folder, 'graph.bin'), 'wb'))
527: 
528: def main(args):
529:     """"""Runs main download routine."
R14;False_Positive;True_Positive;./files/EvalID_91/borzoi_satg_gene_gpu_focused_ism.py;351;Incorrectly detected (not in ground truth);"343:   gene_df = gene_df.drop(columns=['Unnamed: 0'])
344: 
345:   print(""len(gene_df) = "" + str(len(gene_df)))
346: 
347:   #Truncate by maximum number of genes
348:   gene_df = gene_df.iloc[:options.max_n_genes].copy().reset_index(drop=True)
349: 
350:   #Get list of genes for tissue
351:   tissue_genes = gene_df['gene_base'].values.tolist()
352: 
353:   #print(""len(tissue_genes) = "" + str(len(tissue_genes)))
354: 
355:   #Filter transcriptome gene list
356:   gene_list = [gene for gene in gene_list if gene.split(""."")[0] in set(tissue_genes)]
357:   num_genes = len(gene_list)
358: 
359:   print(""num_genes = "" + str(num_genes))"
R14;False_Positive;True_Positive;./files/EvalID_91/borzoi_satg_gene_gpu_focused_ism.py;412;Incorrectly detected (not in ground truth);"404:       if options.aggregate_tracks is not None and options.pseudo_qtl is not None :
405: 
406:         #Load gene dataframe and select active tissue
407:         gene_df_all = pd.read_csv(options.gene_file, sep='\t')
408:         gene_df_all = gene_df_all.query(""tissue == '"" + str(scores_h5_tissue) + ""'"").copy().reset_index(drop=True)
409:         gene_df_all = gene_df_all.drop(columns=['Unnamed: 0'])
410: 
411:         #Get list of genes for active tissue
412:         tissue_genes_all = gene_df_all['gene_base'].values.tolist()
413: 
414:         #Filter transcriptome gene list
415:         gene_list_tissue = [gene for gene in gene_list_all if gene.split(""."")[0] in set(tissue_genes_all)]
416:         num_genes_tissue = len(gene_list_tissue)
417: 
418:         print("" - num_genes_tissue = "" + str(num_genes_tissue))
419: 
420:         #Get index of genes beloning to active tissue"
R14;False_Positive;True_Positive;./files/EvalID_91/borzoi_satg_gene_gpu_focused_ism.py;571;Incorrectly detected (not in ground truth);"563:             gene_ism_end = seq_len - genes_ism_start[gi] - 1
564: 
565:           # slice relevant strand targets
566:           if genes_strand[gi] == '+':
567:             gene_strand_mask = (targets_df.strand != '-') if not rev_comp else (targets_df.strand != '+')
568:           else:
569:             gene_strand_mask = (targets_df.strand != '+') if not rev_comp else (targets_df.strand != '-')
570: 
571:           gene_target = np.array(targets_df.index[gene_strand_mask].values)
572: 
573:           # broadcast to singleton batch
574:           seq_1hot = seq_1hot[None, ...]
575:           gene_slice = gene_slice[None, ...]
576:           gene_target = gene_target[None, ...]
577: 
578:           # ism computation
579:           ism = get_ism("
R14;False_Positive;True_Positive;./files/EvalID_14/LinearGaussianCPD.py;127;Incorrectly detected (not in ground truth);"119:         # Later we compute beta_0 and append it.
120:         for i in range(0, x_len):
121:             x.append(self.sum_of_product(x_df[""(Y|X)""], x_df[self.evidence[i]]))
122:             for j in range(0, x_len):
123:                 coef_matrix.loc[i, sym_coefs[j]] = self.sum_of_product(
124:                     x_df[self.evidence[i]], x_df[self.evidence[j]]
125:                 )
126: 
127:         coef_matrix.insert(0, ""b0_coef"", sum_x[self.evidence].values)
128:         row_1 = np.append([len(x_df)], sum_x[self.evidence].values)
129:         coef_matrix.loc[-1] = row_1
130:         coef_matrix.index = coef_matrix.index + 1  # shifting index
131:         coef_matrix.sort_index(inplace=True)
132: 
133:         beta_coef_matrix = np.matrix(coef_matrix.values, dtype=""float"")
134:         coef_inv = np.linalg.inv(beta_coef_matrix)
135:         beta_est = np.array(np.matmul(coef_inv, np.transpose(x)))"
R14;False_Positive;True_Positive;./files/EvalID_14/LinearGaussianCPD.py;128;Incorrectly detected (not in ground truth);"120:         for i in range(0, x_len):
121:             x.append(self.sum_of_product(x_df[""(Y|X)""], x_df[self.evidence[i]]))
122:             for j in range(0, x_len):
123:                 coef_matrix.loc[i, sym_coefs[j]] = self.sum_of_product(
124:                     x_df[self.evidence[i]], x_df[self.evidence[j]]
125:                 )
126: 
127:         coef_matrix.insert(0, ""b0_coef"", sum_x[self.evidence].values)
128:         row_1 = np.append([len(x_df)], sum_x[self.evidence].values)
129:         coef_matrix.loc[-1] = row_1
130:         coef_matrix.index = coef_matrix.index + 1  # shifting index
131:         coef_matrix.sort_index(inplace=True)
132: 
133:         beta_coef_matrix = np.matrix(coef_matrix.values, dtype=""float"")
134:         coef_inv = np.linalg.inv(beta_coef_matrix)
135:         beta_est = np.array(np.matmul(coef_inv, np.transpose(x)))
136:         self.beta = beta_est[0]"
R14;False_Positive;True_Positive;./files/EvalID_14/LinearGaussianCPD.py;133;Incorrectly detected (not in ground truth);"125:                 )
126: 
127:         coef_matrix.insert(0, ""b0_coef"", sum_x[self.evidence].values)
128:         row_1 = np.append([len(x_df)], sum_x[self.evidence].values)
129:         coef_matrix.loc[-1] = row_1
130:         coef_matrix.index = coef_matrix.index + 1  # shifting index
131:         coef_matrix.sort_index(inplace=True)
132: 
133:         beta_coef_matrix = np.matrix(coef_matrix.values, dtype=""float"")
134:         coef_inv = np.linalg.inv(beta_coef_matrix)
135:         beta_est = np.array(np.matmul(coef_inv, np.transpose(x)))
136:         self.beta = beta_est[0]
137: 
138:         sigma_est = 0
139:         x_len_df = len(x_df)
140:         for i in range(0, x_len):
141:             for j in range(0, x_len):"
R14;False_Negative;False_Negative;./files/EvalID_22/ppca.py;357;Missed detection (in ground truth but not detected);"349:   # Apply varimax rotation
350:   w_vari = Varimax(w)
351: 
352:   # Get mapping between ppcs and emotions
353:   map_df = pd.DataFrame(
354:       w_vari, index=all_emotions, columns=np.arange(len(all_emotions))).round(4)
355:   # Sort to move values to diagonal
356:   map_df = map_df[list(
357:       np.argsort(map_df.apply(lambda x: pd.Series.nonzero(x)[0]).values)[0])]
358:   f = plt.figure(figsize=(10, 6), dpi=300)
359:   sns.heatmap(
360:       map_df,
361:       center=0,
362:       cmap=sns.diverging_palette(240, 10, n=50),
363:       yticklabels=all_emotions)
364:   plt.xlabel(""Component"")
365:   plt.savefig("
R14;False_Negative;False_Negative;./files/EvalID_23/util.py;35;Missed detection (in ground truth but not detected);"27: import tensorflow as tf
28: from tensorflow.python.lib.io import file_io
29: 
30: 
31: def create_dataset(dataset, window_size = 1):
32:     data_X, data_y = [], []
33:     df = pd.DataFrame(dataset)
34:     columns = [df.shift(i) for i in reversed(range(1, window_size+1))]
35:     data_X = pd.concat(columns, axis=1).dropna().values
36:     data_y = df.shift(-window_size).dropna().values
37:     return data_X, data_y
38: 
39: def load_data(data_file_url, window_size):
40:     """"""Loads data into preprocessed (train_X, train_y, eval_X, eval_y) dataframes.
41: 
42:     Returns:
43:       A tuple (train_X, train_y, eval_X, eval_y), where train_X and eval_X are"
R14;False_Negative;False_Negative;./files/EvalID_20/wine.py;238;Missed detection (in ground truth but not detected);"230: 
231:   with tf.Session() as sess:
232:     sess.run(init)
233: 
234:     # Training autoencoder
235:     for _ in range(num_steps_autoencoder):
236:       batch_index = random.sample(range(len(train_labels)), BATCH_SIZE)
237:       batch_x = train_features.iloc[batch_index, :].values
238:       batch_y = train_labels.iloc[batch_index].values.reshape(BATCH_SIZE, 1)
239:       _, _ = sess.run([autoencoder_optimizer, autoencoder_loss],
240:                       feed_dict={
241:                           x: batch_x,
242:                           y: batch_y,
243:                       })
244: 
245:     # GetCandidatesAlpha (Algorithm 2 in paper)
246:     for theta_batch_index in range(num_theta_batches):"
R14;False_Negative;False_Negative;./files/EvalID_20/wine.py;285;Missed detection (in ground truth but not detected);"277:           # Add candidate to the GP, assuming the metric observation is the LCB.
278:           sample_thetas = np.concatenate([sample_thetas, best_theta])
279:           sample_validation_metrics.append(best_theta_metric_ucb)
280: 
281:       # Training regressors
282:       for _ in range(TRAINING_STEPS):
283:         batch_index = random.sample(range(len(train_labels)), BATCH_SIZE)
284:         batch_x = train_features.iloc[batch_index, :].values
285:         batch_y = train_labels.iloc[batch_index].values.reshape(BATCH_SIZE, 1)
286:         batch_embedding = sess.run(
287:             autoencoder_embedding_layer, feed_dict={
288:                 x: batch_x,
289:                 y: batch_y,
290:             })
291:         _, _ = sess.run(
292:             [parallel_optimizers, parallel_losses],
293:             feed_dict={"
R14;False_Negative;False_Negative;./files/EvalID_20/wine.py;304;Missed detection (in ground truth but not detected);"296:                 embedding: batch_embedding,
297:                 parallel_thetas: theta_batch,
298:             })
299: 
300:       parallel_validation_outputs = sess.run(
301:           parallel_outputs,
302:           feed_dict={
303:               x: validation_features.values,
304:               y: validation_labels.values.reshape(len(validation_labels), 1),
305:           })
306:       parallel_validation_metrics = [
307:           metric(validation_labels, validation_output, validation_price)
308:           for validation_output in parallel_validation_outputs
309:       ]
310:       thetas = np.concatenate([thetas, theta_batch])
311:       validation_metrics.extend(parallel_validation_metrics)
312:"
R14;False_Negative;False_Negative;./files/EvalID_20/wine.py;317;Missed detection (in ground truth but not detected);"309:       ]
310:       thetas = np.concatenate([thetas, theta_batch])
311:       validation_metrics.extend(parallel_validation_metrics)
312: 
313:       parallel_test_outputs = sess.run(
314:           parallel_outputs,
315:           feed_dict={
316:               x: test_features.values,
317:               y: test_labels.values.reshape(len(test_labels), 1),
318:           })
319:       parallel_test_metrics = [
320:           metric(test_labels, test_output, test_price)
321:           for test_output in parallel_test_outputs
322:       ]
323:       test_metrics.extend(parallel_test_metrics)
324: 
325:   best_observed_index = np.argmin(validation_metrics)"
R14;False_Negative;False_Negative;./files/EvalID_17/ukb.py;262;Missed detection (in ground truth but not detected);"254:     y_name = f'sim_{b}_y'
255:     t_name = f'sim_{b}_pi'
256:     mu1_name = f'sim_{b}_mu1'
257:     mu0_name = f'sim_{b}_mu0'
258:     t = clinical_sim[t_name]
259:     t = t == 1
260: 
261:     if simulate_y:
262:       mu0 = copy.deepcopy(clinical_sim[mu0_name].values.reshape(-1, 1))
263:       mu1 = copy.deepcopy(clinical_sim[mu1_name].values.reshape(-1, 1))
264:       y = clinical_sim['sim_' + str(b) + '_mu0'].values
265:       y[t] = clinical_sim['sim_' + str(b) + '_mu1'].values[t]
266:       y = scaler.fit_transform(y.reshape(-1, 1))
267:       mu0 = scaler.transform(mu0)
268:       mu1 = scaler.transform(mu1)
269:       dif = mu0 - mu1
270:       true_treatment_effect.append(dif.mean())"
R14;False_Negative;False_Negative;./files/EvalID_17/ukb.py;263;Missed detection (in ground truth but not detected);"255:     t_name = f'sim_{b}_pi'
256:     mu1_name = f'sim_{b}_mu1'
257:     mu0_name = f'sim_{b}_mu0'
258:     t = clinical_sim[t_name]
259:     t = t == 1
260: 
261:     if simulate_y:
262:       mu0 = copy.deepcopy(clinical_sim[mu0_name].values.reshape(-1, 1))
263:       mu1 = copy.deepcopy(clinical_sim[mu1_name].values.reshape(-1, 1))
264:       y = clinical_sim['sim_' + str(b) + '_mu0'].values
265:       y[t] = clinical_sim['sim_' + str(b) + '_mu1'].values[t]
266:       y = scaler.fit_transform(y.reshape(-1, 1))
267:       mu0 = scaler.transform(mu0)
268:       mu1 = scaler.transform(mu1)
269:       dif = mu0 - mu1
270:       true_treatment_effect.append(dif.mean())
271:       y = y.ravel()"
R14;False_Negative;False_Negative;./files/EvalID_17/ukb.py;264;Missed detection (in ground truth but not detected);"256:     mu1_name = f'sim_{b}_mu1'
257:     mu0_name = f'sim_{b}_mu0'
258:     t = clinical_sim[t_name]
259:     t = t == 1
260: 
261:     if simulate_y:
262:       mu0 = copy.deepcopy(clinical_sim[mu0_name].values.reshape(-1, 1))
263:       mu1 = copy.deepcopy(clinical_sim[mu1_name].values.reshape(-1, 1))
264:       y = clinical_sim['sim_' + str(b) + '_mu0'].values
265:       y[t] = clinical_sim['sim_' + str(b) + '_mu1'].values[t]
266:       y = scaler.fit_transform(y.reshape(-1, 1))
267:       mu0 = scaler.transform(mu0)
268:       mu1 = scaler.transform(mu1)
269:       dif = mu0 - mu1
270:       true_treatment_effect.append(dif.mean())
271:       y = y.ravel()
272:     else:"
R14;False_Negative;False_Negative;./files/EvalID_17/ukb.py;265;Missed detection (in ground truth but not detected);"257:     mu0_name = f'sim_{b}_mu0'
258:     t = clinical_sim[t_name]
259:     t = t == 1
260: 
261:     if simulate_y:
262:       mu0 = copy.deepcopy(clinical_sim[mu0_name].values.reshape(-1, 1))
263:       mu1 = copy.deepcopy(clinical_sim[mu1_name].values.reshape(-1, 1))
264:       y = clinical_sim['sim_' + str(b) + '_mu0'].values
265:       y[t] = clinical_sim['sim_' + str(b) + '_mu1'].values[t]
266:       y = scaler.fit_transform(y.reshape(-1, 1))
267:       mu0 = scaler.transform(mu0)
268:       mu1 = scaler.transform(mu1)
269:       dif = mu0 - mu1
270:       true_treatment_effect.append(dif.mean())
271:       y = y.ravel()
272:     else:
273:       clinical_sim = clinical_sim.dropna(subset=[var])"
R14;False_Negative;False_Negative;./files/EvalID_17/ukb.py;275;Missed detection (in ground truth but not detected);"267:       mu0 = scaler.transform(mu0)
268:       mu1 = scaler.transform(mu1)
269:       dif = mu0 - mu1
270:       true_treatment_effect.append(dif.mean())
271:       y = y.ravel()
272:     else:
273:       clinical_sim = clinical_sim.dropna(subset=[var])
274:       clinical_sim.reset_index(inplace=True, drop=True)
275:       y_ = scaler.fit_transform(clinical_sim[var].values.reshape(-1, 1))
276:       np.random.seed(b)
277:       tau = np.random.uniform(0, 5, 1)[0]
278:       y = [
279:           y_[i][0] + tau if t[i] else y_[i][0]
280:           for i in range(clinical_sim.shape[0])
281:       ]
282:       true_treatment_effect.append(tau)
283:     clinical_sim[y_name] = y"
R15;False_Negative;True_Negative;./files/EvalID_50/_m5.py;55;Missed detection (in ground truth but not detected);"47:     )
48:     sales_train_evaluation.sort_index(inplace=True)
49: 
50:     sell_prices = pd.read_csv(sell_prices_path, index_col=[""item_id"", ""store_id""])
51:     sell_prices.sort_index(inplace=True)
52: 
53:     @lru_cache(maxsize=None)
54:     def get_sell_price(item_id, store_id):
55:         return calendar.merge(
56:             sell_prices.loc[item_id, store_id], on=[""wm_yr_wk""], how=""left""
57:         ).sell_price
58: 
59:     # Build dynamic features
60:     kernel = squared_exponential_kernel(alpha=alpha)
61:     event_1 = CustomDateFeatureSet(calendar[calendar.event_name_1.notna()].date, kernel)
62:     event_2 = CustomDateFeatureSet(calendar[calendar.event_name_2.notna()].date, kernel)
63:"
R15;False_Negative;True_Negative;./files/EvalID_54/kdd2012_track2_preprocess_data.py;51;Missed detection (in ground truth but not detected);"43:     df_user = pd.read_csv(
44:         ""track2/userid_profile.txt"",
45:         sep=""\t"",
46:         header=None,
47:         names=[""user_id"", ""gender"", ""age""]
48:     )
49: 
50:     df_enriched = (
51:         df
52:             .merge(df_title, on=""title_id"")
53:             .merge(df_query, on=""query_id"")
54:             .merge(df_user, on=""user_id"", how=""left"")
55:     )
56:     df_final = preprocess_tabular_features(df_enriched)
57:     print(df_final.shape)
58:     print(df_final.head())
59:     print(df_final[""label""].value_counts())"
R15;False_Negative;True_Negative;./files/EvalID_54/kdd2012_track2_preprocess_data.py;52;Missed detection (in ground truth but not detected);"44:         ""track2/userid_profile.txt"",
45:         sep=""\t"",
46:         header=None,
47:         names=[""user_id"", ""gender"", ""age""]
48:     )
49: 
50:     df_enriched = (
51:         df
52:             .merge(df_title, on=""title_id"")
53:             .merge(df_query, on=""query_id"")
54:             .merge(df_user, on=""user_id"", how=""left"")
55:     )
56:     df_final = preprocess_tabular_features(df_enriched)
57:     print(df_final.shape)
58:     print(df_final.head())
59:     print(df_final[""label""].value_counts())
60:     df_train, df_test = train_test_split(df_final, test_size=0.1, random_state=1234, stratify=df[""label""])"
R15;False_Negative;True_Negative;./files/EvalID_54/kdd2012_track2_preprocess_data.py;53;Missed detection (in ground truth but not detected);"45:         sep=""\t"",
46:         header=None,
47:         names=[""user_id"", ""gender"", ""age""]
48:     )
49: 
50:     df_enriched = (
51:         df
52:             .merge(df_title, on=""title_id"")
53:             .merge(df_query, on=""query_id"")
54:             .merge(df_user, on=""user_id"", how=""left"")
55:     )
56:     df_final = preprocess_tabular_features(df_enriched)
57:     print(df_final.shape)
58:     print(df_final.head())
59:     print(df_final[""label""].value_counts())
60:     df_train, df_test = train_test_split(df_final, test_size=0.1, random_state=1234, stratify=df[""label""])
61:"
R15;False_Negative;True_Negative;./files/EvalID_56/time_series.py;138;Missed detection (in ground truth but not detected);"130:   features['mean'] = x.mean(axis=1)
131:   features['std'] = x.std(axis=1)
132:   features['min'] = x.min(axis=1)
133:   features['max'] = x.max(axis=1)
134:   percentiles = range(10, 100, 20)
135:   for p in percentiles:
136:     features['{}_per'.format(p)] = np.percentile(x, p, axis=1)
137:   df_features = pd.DataFrame(features, index=x.index)
138:   return df_features.merge(df, left_index=True, right_index=True)
139: 
140: 
141: def move_column_to_end(df, column_name):
142:   temp = df[column_name]
143:   df.drop(column_name, axis=1, inplace=True)
144:   df[column_name] = temp
145: 
146:"
R15;False_Negative;True_Negative;./files/EvalID_53/kaldi2json.py;91;Missed detection (in ground truth but not detected);"83:     )
84:     # add offset if needed
85:     if len(segments.offset) > len(segments.offset[segments.offset == 0.0]):
86:         logging.info(""Adding offset field."")
87:         output_names.insert(2, ""offset"")
88:     segments[""duration""] = (segments.end - segments.offset).round(decimals=3)
89: 
90:     # merge data
91:     wav_segments_text = pd.merge(
92:         pd.merge(segments, wavscp, how=""inner"", on=""wav_label""), text, how=""inner"", on=""label"",
93:     )
94: 
95:     if args.with_aux_data:
96:         # check if auxiliary data is present
97:         for name, aux_file in aux_data.items():
98:             if os.path.exists(aux_file):
99:                 logging.info(f""Adding info from '{os.path.basename(aux_file)}'."")"
R15;False_Negative;True_Negative;./files/EvalID_53/kaldi2json.py;92;Missed detection (in ground truth but not detected);"84:     # add offset if needed
85:     if len(segments.offset) > len(segments.offset[segments.offset == 0.0]):
86:         logging.info(""Adding offset field."")
87:         output_names.insert(2, ""offset"")
88:     segments[""duration""] = (segments.end - segments.offset).round(decimals=3)
89: 
90:     # merge data
91:     wav_segments_text = pd.merge(
92:         pd.merge(segments, wavscp, how=""inner"", on=""wav_label""), text, how=""inner"", on=""label"",
93:     )
94: 
95:     if args.with_aux_data:
96:         # check if auxiliary data is present
97:         for name, aux_file in aux_data.items():
98:             if os.path.exists(aux_file):
99:                 logging.info(f""Adding info from '{os.path.basename(aux_file)}'."")
100:                 wav_segments_text = pd.merge("
R15;False_Negative;True_Negative;./files/EvalID_53/kaldi2json.py;100;Missed detection (in ground truth but not detected);"92:         pd.merge(segments, wavscp, how=""inner"", on=""wav_label""), text, how=""inner"", on=""label"",
93:     )
94: 
95:     if args.with_aux_data:
96:         # check if auxiliary data is present
97:         for name, aux_file in aux_data.items():
98:             if os.path.exists(aux_file):
99:                 logging.info(f""Adding info from '{os.path.basename(aux_file)}'."")
100:                 wav_segments_text = pd.merge(
101:                     wav_segments_text,
102:                     pd.read_csv(aux_file, sep="" "", header=None, names=[""label"", name]),
103:                     how=""left"",
104:                     on=""label"",
105:                 )
106:                 output_names.append(name)
107:             else:
108:                 logging.info(f""'{os.path.basename(aux_file)}' does not exist. Skipping ..."")"
R15;False_Negative;True_Negative;./files/EvalID_55/cross_feature_stats_generator.py;199;Missed detection (in ground truth but not detected);"191:     for feat_name_x, feat_name_y in feature_crosses:
192:       feat_cross = (feat_name_x, feat_name_y)
193:       if feat_cross not in accumulator:
194:         accumulator[feat_cross] = _PartialCrossFeatureStats()
195:       df_x, df_y = (features_for_cross[feat_name_x],
196:                     features_for_cross[feat_name_y])
197:       # Join based on parent index so that we have the value pairs
198:       # corresponding to each example.
199:       merged_df = pd.merge(df_x, df_y, on='parent_index')
200:       # Update the partial cross stats.
201:       accumulator[feat_cross].update(merged_df[feat_name_x],
202:                                      merged_df[feat_name_y])
203: 
204:     return accumulator
205: 
206:   # Merge together a list of cross feature statistics.
207:   def merge_accumulators("
R15;False_Negative;True_Negative;./files/EvalID_51/script_download_data.py;360;Missed detection (in ground truth but not detected);"352:                       'weights_evaluation.csv']
353: 
354:     for file in required_files:
355:         assert os.path.exists(os.path.join(data_folder, file)), ""There are files missing from the data_folder. Please download following files from https://github.com/Mcompetitions/M5-methods""
356: 
357:     core_frame = pd.read_csv(os.path.join(data_folder, ""sales_train_evaluation.csv""))
358:     test_frame = pd.read_csv(os.path.join(data_folder, ""sales_test_evaluation.csv""))
359:     # Add 28 prediction values for final model evaluation
360:     core_frame = core_frame.merge(test_frame, on=['item_id', 'dept_id', 'cat_id', 'store_id', 'state_id'])
361:     del test_frame
362: 
363:     id_vars = [""id"", ""item_id"", ""dept_id"", ""cat_id"", ""store_id"", ""state_id""]
364:     ts_cols = [col for col in core_frame.columns if col not in id_vars]
365: 
366:     core_frame['id'] = core_frame.item_id + '_' + core_frame.store_id
367:     prices = pd.read_csv(os.path.join(data_folder, ""sell_prices.csv""))
368:     calendar = pd.read_csv(os.path.join(data_folder, ""calendar.csv""))"
R15;False_Negative;True_Negative;./files/EvalID_51/script_download_data.py;379;Missed detection (in ground truth but not detected);"371:     calendar['d'] = [f'd_{i}' for i in range(1, calendar.shape[0]+1)]
372: 
373:     core_frame = core_frame.melt(
374:         id_vars,
375:         value_vars=ts_cols,
376:         var_name='d',
377:         value_name='items_sold'
378:     )
379:     core_frame = core_frame.merge(calendar, left_on=""d"", right_on='d')
380:     core_frame = core_frame.merge(prices, on=['store_id', 'item_id', 'wm_yr_wk'], how='outer')
381: 
382:     # According to M5-Comperition-Guide-Final-10-March-2020:
383:     # if not available, this means that the product was not sold during the examined week.
384:     core_frame.sell_price.fillna(-1, inplace=True)
385: 
386:     core_frame['weight'] = 1.0
387:     core_frame.loc[core_frame.sell_price == -1, 'weight'] = 0"
R15;False_Negative;True_Negative;./files/EvalID_51/script_download_data.py;380;Missed detection (in ground truth but not detected);"372: 
373:     core_frame = core_frame.melt(
374:         id_vars,
375:         value_vars=ts_cols,
376:         var_name='d',
377:         value_name='items_sold'
378:     )
379:     core_frame = core_frame.merge(calendar, left_on=""d"", right_on='d')
380:     core_frame = core_frame.merge(prices, on=['store_id', 'item_id', 'wm_yr_wk'], how='outer')
381: 
382:     # According to M5-Comperition-Guide-Final-10-March-2020:
383:     # if not available, this means that the product was not sold during the examined week.
384:     core_frame.sell_price.fillna(-1, inplace=True)
385: 
386:     core_frame['weight'] = 1.0
387:     core_frame.loc[core_frame.sell_price == -1, 'weight'] = 0
388:"
R15;False_Negative;True_Negative;./files/EvalID_57/identity_spacy_annotator.py;83;Missed detection (in ground truth but not detected);"75:       return pd.DataFrame()
76: 
77:     keys = ['text']
78:     i1 = mentions_df.set_index(keys).index
79:     i2 = token_span_matches_df.set_index(keys).index
80: 
81:     mentions_df = mentions_df[i1.isin(i2)]
82: 
83:     mentions_df = pd.merge(
84:         mentions_df,
85:         token_span_matches_df,
86:         on=['text', 'IdentityGroup', 'bytes.start', 'bytes.limit'],
87:     )
88:     return mentions_df"
R15;False_Negative;True_Negative;./files/EvalID_52/afd_profile.py;214;Missed detection (in ground truth but not detected);"206:     df_s1  = df.agg(['count', 'nunique',]).transpose().reset_index().rename(columns={""index"":""_column""})
207:     df_s1['count'] = df_s1['count'].astype('int64')
208:     df_s1['nunique'] = df_s1['nunique'].astype('int64')
209:     df_s1[""null""] = (rowcnt - df_s1[""count""]).astype('int64')
210:     df_s1[""not_null""] = rowcnt - df_s1[""null""]
211:     df_s1[""null_pct""] = df_s1[""null""] / rowcnt
212:     df_s1[""nunique_pct""] = df_s1['nunique'] / rowcnt
213:     dt = pd.DataFrame(df.dtypes).reset_index().rename(columns={""index"":""_column"", 0:""_dtype""})
214:     df_stats = pd.merge(dt, df_s1, on='_column', how='inner')
215:     df_stats = df_stats.round(4)
216:     df_stats[['_feature', '_message']] = df_stats.apply(lambda x: set_feature(x,config), axis = 1, result_type=""expand"")
217: 
218:     return df_stats, df_stats.loc[df_stats[""_feature""]==""exclude""]
219: 
220: def get_email(config, df):
221:     """""" gets the email statisitcs and performs email checks """"""
222:     message = {}"
